logFC logCPM PValue FDR
VIT_01s0026g00850 2.61467456694309 5.19526777346757 4.53076761590593e-18 1.0777790004717e-13
VIT_02s0154g00300 4.65848580950374 3.6744360979099 5.08930742642877e-14 4.03548150199625e-10
VIT_15s0048g02430 4.8221034899421 0.467923455528343 1.35476219771026e-11 4.6038690227331e-08
VIT_08s0007g05830 5.4471571138286 3.03767280417827 1.20063101005617e-09 1.24176567248766e-06
VIT_17s0000g06380 1.5097835363653 6.37316473140562 2.99868556641078e-09 2.16253378551686e-06
VIT_18s0001g12680 2.08966588244231 8.04567362529368 5.2216398248991e-09 3.35704198340266e-06
VIT_07s0005g02730 1.88470543141654 5.3894999516317 1.34117803046486e-08 6.93563978015178e-06
VIT_03s0017g01290 2.23624839272863 3.00720403651716 3.60911004931055e-08 1.2442537659855e-05
VIT_18s0001g15660 2.83783779824331 3.86696965528914 4.83071461869715e-08 1.57415122396668e-05
VIT_11s0016g05600 1.50287461363455 6.17502377048283 5.68244715829185e-08 1.75550718183697e-05
VIT_07s0031g01930 2.11303181634147 5.30290788832943 5.89356267987134e-08 1.79738550036897e-05
VIT_01s0127g00470 3.03038940623112 6.77193741490542 8.19131169466233e-08 2.21426048400713e-05
VIT_18s0001g04870 6.42503075262823 -0.368958150369088 1.01194770331627e-07 2.53391704910395e-05
VIT_05s0077g01560 4.1523662890981 6.66199670867769 1.70085956249983e-07 3.7463006734024e-05
VIT_07s0031g01920 2.61994739483567 2.4545230722322 2.18251652776121e-07 4.47566406572273e-05
VIT_01s0011g04210 1.61530426183145 6.71714343416497 2.23290235709397e-07 4.47572822653618e-05
VIT_07s0104g00180 2.82069878864145 2.66184530313357 2.55002171689904e-07 4.80737587157033e-05
VIT_15s0048g00830 2.91558793975224 4.18164656250676 6.68052389191035e-07 8.92788215397547e-05
VIT_00s0225g00230 4.21991850000352 6.94674633093289 8.95870090431232e-07 0.000108177450310549
VIT_19s0014g02190 2.50099177507841 6.58279390734611 1.1281818948154e-06 0.000120888247359769
VIT_00s0347g00040 2.18698051035628 2.03385541717202 1.29375400356273e-06 0.000134392228108079
VIT_05s0020g03870 1.7125050570249 4.46125040348438 1.55602765315795e-06 0.000154425335201617
