logFC logCPM PValue FDR
VIT_06s0004g05660 6.73293927797258 3.21964337558314 2.98927786281202e-06 0.000623762647373441
VIT_15s0021g00540 3.29811126692431 4.79520969844957 5.65314539978463e-06 0.000996126094593162
VIT_04s0044g00640 3.67562650227349 2.55411221701551 6.88659710361566e-06 0.00115116343376364
VIT_11s0016g03740 4.36629809543884 0.836413719887071 1.41381336652598e-05 0.00202601158812772
VIT_05s0020g04670 2.91425530849888 4.61207338858638 1.51001004061001e-05 0.00209127999190762
VIT_13s0067g00890 3.93542508828346 2.25843078326357 1.62673364289196e-05 0.00219867840324511
VIT_05s0094g00840 2.66519422138212 2.62057426435921 1.71776290364536e-05 0.00229562606471437
VIT_08s0007g00240 3.91090899142135 0.476917343258093 2.57964371252986e-05 0.00302288495732316
VIT_04s0008g04600 5.89015688961274 0.167984735883689 3.23301327654668e-05 0.00355782868013809
VIT_18s0001g03270 6.0102567558296 0.507844500386269 3.68776141638448e-05 0.00389886526990907
VIT_13s0019g04460 4.10465647786189 6.71210290975368 3.9236150913714e-05 0.004058041556241
VIT_05s0020g04680 2.84607106452333 4.93828074441712 4.04547242137885e-05 0.00414800422240345
VIT_05s0020g01900 3.60468342424825 4.11028574385806 5.12409284156835e-05 0.00499557051291917
VIT_06s0009g02810 10.9978783677055 4.29770215015863 6.09664663529259e-05 0.00573229368222688
VIT_07s0104g01350 7.5592513932338 4.27008992838316 6.47834984721295e-05 0.00592719177559622
VIT_14s0030g01520 1.70649299297354 3.01294031296474 7.18917710781133e-05 0.00633393129780059
VIT_08s0007g06800 2.64787792492573 4.86866387928313 9.32243450474535e-05 0.00767342809684714
VIT_18s0001g03630 2.49890210896142 0.0846551333448478 9.39793661589273e-05 0.00768240949205692
VIT_01s0010g03510 9.27031200999503 3.20600214202313 9.44747532747278e-05 0.00769645695513433
VIT_17s0000g02200 7.58661418056907 0.69742137346774 0.000103816712212168 0.00825950484984299
VIT_19s0027g01030 3.31743073763354 0.711605857558753 0.000111940763479814 0.00867376834416223
VIT_03s0017g00560 3.07549602673416 1.57720702044896 0.000117609958576848 0.00894548372834925
VIT_08s0058g00140 3.78378692114239 3.99893473533321 0.000118769913768103 0.00894548372834925
VIT_04s0079g00690 13.044007604347 6.28165530353342 0.000140731633865511 0.010279366292252
VIT_19s0090g01530 2.62631169682349 2.38747459802363 0.000140872431951999 0.010279366292252
VIT_08s0007g08030 6.09941690868531 2.480515403368 0.000146734818196547 0.0105158158842528
VIT_07s0005g00870 4.22140625563323 3.41993045623243 0.000149197095416113 0.0106579594767522
VIT_13s0073g00590 12.5020456532163 4.93027960219185 0.00015543711570245 0.0108641135546558
VIT_07s0104g01260 3.11223881032587 2.31754193077423 0.000155553577861402 0.0108641135546558
VIT_14s0006g02310 5.9299988534017 6.24464455471041 0.000177864989919525 0.0118185820676136
VIT_08s0032g00790 6.00017767683767 4.29925337162935 0.000179310097478548 0.0118814167098042
VIT_00s0246g00140 1.9817153315343 1.06792933910735 0.000191451074539794 0.0125116432998698
VIT_00s0125g00080 8.72235918337906 1.16259234888549 0.000202216770609753 0.0129744652760088
VIT_08s0007g07310 6.43687757619047 3.75231465427652 0.000202865105431551 0.0129744652760088
VIT_05s0049g01740 6.15773046455143 1.50423801173804 0.000202896463875705 0.0129744652760088
VIT_12s0035g01230 6.77684957718533 0.117583977379224 0.000204072868330544 0.0129922402714286
VIT_12s0059g02120 6.62833002348479 0.222163096727522 0.000207436790168857 0.013088876298506
VIT_13s0101g00220 7.66819874719885 8.89471561408121 0.000209361842728244 0.0131753955418505
VIT_00s0125g00060 6.98532748927559 5.54673818850151 0.00021025498007389 0.0131966898838989
VIT_06s0009g02970 11.1360253103145 4.22327099659211 0.000213555970629117 0.0132638888494137
VIT_02s0012g01730 2.08119029431863 3.06978494338477 0.00021542560540083 0.0133451674512368
VIT_14s0030g01200 2.58026306437344 1.20820747435383 0.000220049541924028 0.0135831776724861
VIT_00s0540g00020 5.01806398294365 2.42502969891913 0.000221766373760369 0.0135963363376589
VIT_19s0177g00160 3.04684892107406 -0.0973677758418109 0.000236582406941984 0.0139169679066523
