logFC logCPM PValue FDR
VIT_01s0244g00060 1.89335944594204 5.56634494263767 1.87043017823106e-26 4.63477011247505e-24
VIT_14s0006g02240 2.71445314618733 8.02595115177286 2.01231627569157e-26 4.93494634702589e-24
VIT_19s0085g00600 2.32325067144356 6.78498843484372 2.7704294069926e-26 6.72479334015714e-24
VIT_08s0040g02440 2.41891103400479 3.50836476319414 3.81139394638197e-26 9.15812517136711e-24
VIT_15s0024g00800 2.92475786367644 6.08315718151276 7.8664070457602e-26 1.79928933465907e-23
VIT_15s0046g01190 3.71978427154608 5.17556908013184 8.07331182628597e-26 1.8290280164161e-23
VIT_15s0046g00050 2.62906104011981 2.4019984939765 8.54666664414396e-26 1.91800100123487e-23
VIT_08s0007g02510 2.40757822338964 3.94626695461798 1.00302344317322e-25 2.22989922114061e-23
VIT_02s0025g05110 4.00143232823967 2.59151051940431 1.01861208657391e-25 2.24358743661297e-23
VIT_19s0015g01050 3.04706758015812 2.11016502674068 1.3074083643967e-25 2.80185857407827e-23
VIT_04s0008g05700 5.61595842343803 2.18684373195223 1.64765080113434e-25 3.46852365109591e-23
VIT_06s0009g03290 2.99970135035222 0.834263073720741 2.23625748245995e-25 4.6257472167615e-23
VIT_17s0000g03460 3.19788821819809 1.54096239045201 4.51892751376261e-25 9.03329812583067e-23
VIT_07s0005g00720 5.77804236863679 -1.15865431392226 4.8700196394209e-25 9.59718521241936e-23
VIT_07s0005g00950 1.51071982407604 5.28416521383078 6.36954785142487e-25 1.22192584104593e-22
VIT_01s0137g00460 4.06686660280158 4.12576126510854 7.76461385051674e-25 1.47763707420874e-22
VIT_06s0004g01770 2.84119197443653 6.07371209115156 9.25032576749473e-25 1.74640277267591e-22
VIT_15s0048g02750 4.33890123398981 -0.607641327427205 1.80640711206115e-24 3.30544710628543e-22
VIT_13s0067g03640 4.14796007850076 1.34681068547907 1.86924132802474e-24 3.39431394740859e-22
VIT_17s0000g00910 1.51350542349061 4.87856684456481 1.93761819360156e-24 3.48902336976215e-22
VIT_06s0004g02510 3.37742850064988 1.16905542710699 1.9507319160012e-24 3.48902336976215e-22
VIT_18s0001g13680 1.63218570999045 7.08233866982707 2.30337515816787e-24 4.08900658675354e-22
VIT_11s0016g02700 2.54581250740223 3.72338877161682 2.64596050246132e-24 4.62809620827573e-22
VIT_13s0320g00020 5.81620230622889 0.108852489332025 2.99861021726293e-24 5.20663794512778e-22
VIT_07s0151g00760 6.9319369732895 2.05558421468886 5.83817454975909e-24 9.84089442070004e-22
VIT_07s0104g01720 6.94863594505065 0.269747455984724 5.87441990810243e-24 9.84089442070004e-22
VIT_00s0301g00100 4.17922155866933 5.76481800524216 6.01268907186209e-24 9.9326283084344e-22
VIT_14s0068g00710 1.69909202842293 3.69643689740605 9.23465971162212e-24 1.50461702205525e-21
VIT_14s0030g02200 2.66807008154135 4.57080597642552 1.74591940641706e-23 2.80621154323303e-21
VIT_04s0023g03920 1.92520691965722 4.58857313428467 1.89472010430914e-23 2.98487429412621e-21
VIT_07s0005g01040 3.24820843654695 4.25748170086964 2.1267701653319e-23 3.32839530874442e-21
VIT_13s0019g03910 3.81624643615303 1.79662764646383 4.30538748293126e-23 6.40103484024804e-21
VIT_04s0069g00880 7.5184233766724 -2.05139203622482 4.37782403091575e-23 6.46830298431203e-21
VIT_03s0017g02140 6.67743548332059 -0.829953211687893 4.7141772699797e-23 6.87980668087589e-21
VIT_01s0011g02320 3.54269209534551 4.59792786474245 6.116618238083e-23 8.87208016143405e-21
VIT_18s0166g00310 2.02097122734873 3.31043515464783 6.41736159111252e-23 9.25189075935664e-21
VIT_19s0177g00310 2.50779367936831 6.06478075069545 7.05904213624072e-23 1.01156924299334e-20
VIT_09s0002g04480 2.64665109921848 6.52363425029746 8.47964302036243e-23 1.20067707243084e-20
VIT_13s0156g00210 1.90684704796312 7.31239673708131 8.6745907541719e-23 1.22101280982391e-20
VIT_12s0055g00340 5.9569609438151 0.923390454683266 1.13604719104937e-22 1.544245176039e-20
VIT_12s0028g01770 9.92983298771663 2.33196311401437 1.60955582285495e-22 2.12711743967075e-20
VIT_05s0062g00710 6.9267997690997 -0.760995719697678 1.83611704825095e-22 2.38675149419637e-20
VIT_15s0021g02660 2.04310323581254 4.30265702677201 1.88601889247861e-22 2.4382944246892e-20
VIT_03s0091g00580 2.86152317596302 3.39065037444855 2.21069267143733e-22 2.84259228476493e-20
VIT_00s0258g00140 5.89836486582518 0.934893151663091 2.43861120023574e-22 3.10212209792555e-20
VIT_10s0003g05640 2.00886177758257 4.47108034959156 2.75000351681846e-22 3.46122135757024e-20
VIT_18s0072g01150 1.72829005591545 4.13517281000048 2.85223960397418e-22 3.57100398417567e-20
VIT_18s0001g09000 6.8942550478786 2.00522102660979 3.7072352372235e-22 4.59310999078504e-20
VIT_08s0040g01660 5.19355032119059 -1.75844424983472 4.10444181202153e-22 5.00699804227529e-20
VIT_13s0019g01430 2.09808645506254 10.6926078635207 8.99848270726663e-22 1.0441751543437e-19
VIT_08s0007g05250 2.01253827418425 6.72237136589774 9.72464923791552e-22 1.12296095180356e-19
VIT_05s0077g00920 2.05664887760144 6.03618752343216 1.04919051603493e-21 1.19991076901149e-19
VIT_14s0030g01610 2.69861255479318 4.65921282968946 1.35656153349521e-21 1.52937847198029e-19
VIT_10s0003g02950 2.1629927081928 4.67594139572961 1.37372190905833e-21 1.54141965908866e-19
VIT_00s2213g00010 7.78269642109989 -0.863532482871445 1.56237754531499e-21 1.74487497877714e-19
VIT_11s0016g03000 1.54860120882215 6.76881408575164 1.69546750207107e-21 1.85860741655606e-19
VIT_19s0027g00010 3.39121803752852 3.86444705017521 2.07427652033899e-21 2.23172462748027e-19
VIT_01s0011g00150 4.07670668245089 3.23174282699848 2.08274284219195e-21 2.23172462748027e-19
VIT_18s0075g00620 9.57118576265851 0.724027857561863 2.46265135094463e-21 2.61524778286923e-19
VIT_18s0041g02020 5.62671276290707 0.537604779420513 2.4739803451267e-21 2.61560197554995e-19
VIT_12s0028g00610 2.46087679415105 3.3922063146426 2.66890417051262e-21 2.79682345410371e-19
VIT_18s0001g08360 2.34228454094774 2.71195004177444 2.86852151663907e-21 2.99282411569343e-19
VIT_11s0103g00010 5.5600637351263 2.86153945093973 3.5088736394477e-21 3.62909070152964e-19
VIT_04s0023g01540 1.53145128635056 7.43803043424998 5.07110136660243e-21 5.06854450877053e-19
VIT_06s0009g02570 10.204706958209 -0.8800376544951 5.41072841334027e-21 5.31861188002225e-19
VIT_10s0003g00230 2.72743053204209 1.60131858131133 6.22399306152887e-21 6.09285378385386e-19
VIT_12s0035g00950 1.59857702659573 5.20337193042274 6.3493799895551e-21 6.19012504883347e-19
VIT_14s0083g00710 1.61020521213968 4.36077765622119 8.95793677390667e-21 8.69760816235477e-19
VIT_08s0007g01150 1.61588119058623 5.85082279665509 1.27272643590825e-20 1.21711865989525e-18
VIT_10s0116g01360 5.8390852809192 -1.49396920236606 1.27401440353925e-20 1.21711865989525e-18
VIT_00s0333g00040 4.11895036334121 6.96186833108153 1.59669176911495e-20 1.51928415214826e-18
VIT_10s0003g01830 4.00869109498751 2.70737918564672 1.94973655188148e-20 1.83321474688366e-18
VIT_01s0011g03660 3.79234193347772 4.69288582814543 2.38034563055626e-20 2.22927802597135e-18
VIT_18s0001g12040 7.04660605315184 0.60586233282019 2.45513262698082e-20 2.29030176198509e-18
VIT_10s0003g00550 2.17434603876177 3.43665408101543 2.57529489210792e-20 2.38370096861725e-18
VIT_18s0001g04730 1.90408051373944 4.43260972895045 2.6358867007298e-20 2.43032840453335e-18
VIT_00s0429g00030 1.73340895968838 4.95876023116414 4.60432986287366e-20 4.07166538208322e-18
VIT_05s0020g03090 1.52943738825187 5.73614000161313 5.76649200317614e-20 5.02466343485546e-18
VIT_06s0009g02630 10.8831678933445 -0.252603604390264 5.87848880405584e-20 5.10355809017811e-18
VIT_00s0253g00080 6.83890493196548 4.94354785179805 6.48305701327362e-20 5.50782000827689e-18
VIT_18s0041g01430 5.29598372077619 -1.44835275478327 1.38532805789895e-19 1.13635116694138e-17
VIT_09s0002g06450 8.47169501609586 -1.81320126360056 1.52815285432916e-19 1.24492123625966e-17
VIT_18s0001g10430 1.61991120373327 4.49066549712172 1.70468762126843e-19 1.38230529131835e-17
VIT_17s0000g09770 6.88462938540877 5.65690872136684 1.70841498086259e-19 1.38230529131835e-17
VIT_04s0044g00270 5.49748478492723 0.965050947702966 2.02313264548186e-19 1.61544422565341e-17
VIT_01s0010g02450 5.11068475766438 -0.323783852164319 2.02371943519723e-19 1.61544422565341e-17
VIT_17s0000g05630 2.26551610043545 6.83252588206532 2.24213508328406e-19 1.77195712163326e-17
VIT_08s0007g03520 3.57733127142853 1.74516481416584 2.37303561173471e-19 1.86919771960084e-17
VIT_17s0000g01350 1.80929543397505 3.58207039786488 2.9111745375931e-19 2.25573354723989e-17
VIT_13s0019g01510 3.73713772310428 0.949251505494115 2.96690256987936e-19 2.29145059520423e-17
VIT_14s0066g02220 2.23562317043194 2.16079313830497 3.04536525108296e-19 2.34443846578516e-17
VIT_13s0019g01810 2.41206668420664 4.04584789751269 3.21755046535279e-19 2.46106400224476e-17
VIT_05s0020g02500 3.836349666726 4.28821097935239 4.4852027411426e-19 3.33418758769688e-17
VIT_14s0060g02630 3.38576463895676 1.37411938875485 4.67767797799576e-19 3.45567092361998e-17
VIT_19s0014g00150 3.6437417114446 1.74889367743153 5.12668887377369e-19 3.74091027390579e-17
VIT_15s0048g01110 1.75574785973465 4.67061508088619 5.51397471865224e-19 3.99897654290547e-17
VIT_08s0007g04860 5.28420542692527 3.35487480885691 5.59436454459134e-19 4.03268920565875e-17
VIT_02s0012g00880 3.5204101997583 0.0674711470291749 5.6517474210625e-19 4.06174524629108e-17
VIT_16s0148g00360 7.77092294731853 3.03138023997343 5.7266202235318e-19 4.10315788787272e-17
VIT_18s0041g02060 7.545780201976 2.93208707168125 6.89264490088567e-19 4.86168230321019e-17
VIT_15s0046g00470 1.97701342794812 4.72389689070604 7.3893401419295e-19 5.18518062820705e-17
VIT_07s0130g00040 2.30160073289797 3.88919282294961 8.86026987924882e-19 6.1269796478945e-17
VIT_02s0025g01910 4.60621161524707 1.43500625702271 9.55907241140633e-19 6.53423030237166e-17
VIT_09s0002g05250 2.16468238906634 6.96439578486253 9.74561546319223e-19 6.62367716109762e-17
VIT_02s0033g00870 5.96112619829768 2.60002726249725 1.07755220875296e-18 7.25418993938298e-17
VIT_06s0061g01440 2.92171996844615 3.25464633303396 1.07952885427172e-18 7.25418993938298e-17
VIT_16s0039g02750 3.26002639830636 5.54360222841065 1.34754431162339e-18 9.02968565771749e-17
VIT_12s0059g01380 3.17956776772345 6.46174218769947 1.37230469331004e-18 9.16977079900537e-17
VIT_01s0011g03530 5.17859564273161 -0.142723378808867 1.56744521416416e-18 1.04443660376855e-16
VIT_05s0062g00700 5.47469629002746 2.6679960521755 1.94906156126356e-18 1.26678350872507e-16
VIT_11s0016g01420 3.29901900106867 3.35160852878461 2.39734564330146e-18 1.54967549355584e-16
VIT_16s0148g00300 9.02065134259543 1.12684971850029 2.82092331882509e-18 1.78944330421896e-16
VIT_14s0066g02230 1.63627725849635 3.50904383342315 3.19053334636135e-18 2.00784146146148e-16
VIT_00s0125g00190 3.12537561518968 4.91203081373574 3.62760326243017e-18 2.25899022007039e-16
VIT_17s0000g09380 1.59639400338366 4.46778784956609 3.6726545237954e-18 2.28107325880013e-16
VIT_15s0045g00170 5.93354012009493 -2.22093657774556 3.80924688324638e-18 2.35974908486107e-16
VIT_18s0001g14480 2.50221934604298 4.8573144158642 4.16796382935516e-18 2.56195151350648e-16
VIT_18s0001g11790 5.17924376342526 0.08199627657309 4.32274184404366e-18 2.62990749325091e-16
VIT_05s0020g02470 3.97421365706247 1.15803254145646 4.62948128173669e-18 2.79507869872976e-16
VIT_03s0038g02340 1.52500220228297 8.39939566659234 5.16449457417946e-18 3.09453392772244e-16
VIT_00s0558g00010 1.52616459735836 4.08030646605333 5.63138367704303e-18 3.35737731602756e-16
VIT_12s0059g02740 1.59470864540777 7.31313517159577 6.03527932455575e-18 3.58918061431331e-16
VIT_04s0008g03660 2.1961466418771 4.98821156393787 6.15033808022417e-18 3.63940901125305e-16
VIT_18s0001g00850 7.34258236600801 -0.579384538695974 6.9276632700425e-18 4.03909935950419e-16
VIT_05s0094g00230 5.1540712927691 -1.67285270990129 6.96052031831292e-18 4.04833392009848e-16
VIT_18s0001g10800 2.86943460295734 4.15593285364805 7.1679005632602e-18 4.14866225301299e-16
VIT_17s0000g09030 3.76681481378604 2.69697227775589 8.28477158100606e-18 4.7488709968427e-16
VIT_05s0077g01400 1.66041607834871 2.45851748745192 9.55541749336342e-18 5.46404498394541e-16
VIT_17s0000g06070 7.18971793768693 -2.07746647237514 9.70486233051613e-18 5.53619340811314e-16
VIT_10s0116g01320 5.95253760620085 -1.11836992957887 9.75179854777287e-18 5.540603332014e-16
VIT_18s0072g00140 3.734790871206 0.509202095899702 9.75917603881733e-18 5.540603332014e-16
VIT_08s0007g00270 3.6239885424288 2.25901106718107 1.02759780340365e-17 5.792534726864e-16
VIT_11s0016g02830 1.6657643792414 6.01375378819801 1.19300783540502e-17 6.66180056070767e-16
VIT_19s0014g01570 1.60348553901446 7.29240229337229 1.42278959444e-17 7.90778478330347e-16
VIT_04s0023g00280 1.57276225639243 4.91853621882527 1.6066042101739e-17 8.88788394223646e-16
VIT_14s0083g00520 2.64896050502632 3.76508034499939 1.61034634135652e-17 8.88791618751482e-16
VIT_02s0025g03630 2.61670291746129 4.26793999982201 1.66674015816717e-17 9.15667780195859e-16
VIT_02s0033g01170 2.22626849686043 4.74754316398739 1.73300565965462e-17 9.47695140962392e-16
VIT_13s0074g00450 2.01241423138956 6.57729593494693 1.78290375526959e-17 9.68303984711257e-16
VIT_15s0046g02950 4.91162620807327 -1.78916790426512 2.14837905615955e-17 1.16149184063462e-15
VIT_14s0108g00590 4.38985072338604 1.44228845048083 2.17768126701541e-17 1.1746639904708e-15
VIT_16s0100g00230 7.75285795522228 3.47518179033315 2.25542181023535e-17 1.21384556610585e-15
VIT_05s0049g02310 2.96769865916919 0.938159224326612 2.2903425582132e-17 1.22985708295205e-15
VIT_07s0129g00990 2.34888462716799 4.74212360288745 2.34175750027924e-17 1.25181409925039e-15
VIT_09s0002g00580 8.98950342100948 7.63341591197154 2.51557242669877e-17 1.33572403764085e-15
VIT_09s0002g06400 3.30730564235545 4.04894240515037 2.67388728621042e-17 1.41570820604009e-15
VIT_13s0084g00220 2.96743036934226 1.3455512793805 3.35812574673931e-17 1.75567242337219e-15
VIT_11s0016g01720 2.08202016105542 3.24075120610729 3.72058906822069e-17 1.93666023533553e-15
VIT_13s0074g00350 6.96810209541797 -0.587564711388446 4.15037057749306e-17 2.136991673104e-15
VIT_05s0077g00890 6.66512965099081 -1.64600591164615 4.19564175784661e-17 2.15476377624111e-15
VIT_14s0066g01450 1.83020671659637 5.59024008977823 4.21206135846693e-17 2.15476377624111e-15
VIT_18s0001g00740 8.40354523249985 3.23824643890791 4.7924519620116e-17 2.44117445979298e-15
VIT_13s0064g00050 1.5338779463484 5.78383992512699 4.83467323526837e-17 2.4574189512941e-15
VIT_03s0017g01390 6.86140471420483 -0.57426675442677 5.16644402729524e-17 2.61488022385743e-15
VIT_08s0007g02360 3.85354227643581 6.37717689259513 5.21792341907748e-17 2.63532828647591e-15
VIT_13s0320g00030 5.09784898395373 2.4402642432255 5.2539225219541e-17 2.64228982985717e-15
VIT_14s0066g02210 2.28270055915054 1.98814453105249 6.54470872497642e-17 3.26384761320208e-15
VIT_08s0007g06360 1.76486688430249 4.72911771930372 7.43220049511269e-17 3.65283440863101e-15
VIT_05s0094g00530 1.89508927984874 7.99293074138482 7.49879850388672e-17 3.67796739815376e-15
VIT_00s0258g00130 7.48472187366713 1.42550693324465 7.64875333832999e-17 3.7331585351247e-15
VIT_16s0148g00290 6.8553497808091 2.31151401772896 7.6584049316498e-17 3.7331585351247e-15
VIT_02s0025g00890 1.97361912803032 2.26857615357876 8.38236224865629e-17 4.06938026879665e-15
VIT_12s0059g01430 3.09157780928621 4.52403789228352 9.06930753896355e-17 4.37607885875994e-15
VIT_18s0001g14730 1.54068234781219 6.16876433724998 9.30836033802584e-17 4.4823335166186e-15
VIT_07s0104g01260 4.45230683051401 2.31754193077423 1.08463113298957e-16 5.19138941479999e-15
VIT_02s0025g02040 2.63234283987546 0.123565905691605 1.45272659910627e-16 6.80264967313779e-15
VIT_05s0029g00400 2.78038977637831 5.51207744899053 1.58156156085349e-16 7.36246309385184e-15
VIT_07s0104g00850 3.57667146901703 1.67943265110571 1.59897022253697e-16 7.42896555736513e-15
VIT_11s0016g01470 2.54215976803512 4.49076421808302 1.63634854868989e-16 7.55834160703596e-15
VIT_06s0009g03330 1.62733405831045 7.80572842379 1.63986370534311e-16 7.55989880284919e-15
VIT_11s0016g03170 2.22847278377784 3.84042657844164 1.78510949454658e-16 8.16618935697579e-15
VIT_09s0002g04450 3.67177877838901 1.85373547114069 1.95332154260891e-16 8.88443840450875e-15
VIT_00s1216g00020 5.44913830583119 -1.60717318693981 2.18043318341631e-16 9.84215266928029e-15
VIT_02s0025g01580 2.12696871669531 6.87376462191493 2.1937147711158e-16 9.88334980592853e-15
VIT_09s0002g05940 1.90422587062518 8.20725696075268 3.21146121598324e-16 1.39916189387929e-14
VIT_11s0103g00620 3.00599332212261 -0.201715468595871 3.25109699446916e-16 1.41384086479767e-14
VIT_14s0066g01670 8.42970611580137 4.28890859903416 3.64358120804256e-16 1.57588199594393e-14
VIT_18s0075g00610 8.94938321926607 -1.74902081465729 5.41286592197388e-16 2.28300096723253e-14
VIT_01s0010g02020 6.46600163058765 -2.22370636578979 5.50935744951415e-16 2.31140379204661e-14
VIT_11s0103g00530 3.47215917529687 2.80004926889279 5.58002383399682e-16 2.33692970005486e-14
VIT_13s0019g01990 5.03115611003167 0.935907138803111 5.60754456315779e-16 2.34432812070997e-14
VIT_18s0122g01130 5.14879037862219 3.64369376258278 5.99356666503906e-16 2.49693456791505e-14
VIT_01s0011g04400 2.67106806539176 2.87191671696564 6.18885411153194e-16 2.56481640427042e-14
VIT_08s0105g00460 1.77813957955448 5.04663972870802 6.41208416875964e-16 2.64351227394202e-14
VIT_01s0011g02980 1.54948887779949 3.92403979992324 6.46174745538017e-16 2.65937800118657e-14
VIT_06s0080g00610 3.82967004011304 -0.564814216177532 6.78308512973974e-16 2.78200050114222e-14
VIT_04s0023g03900 1.59510796647661 3.79147493957534 6.86408562294618e-16 2.80554757385986e-14
VIT_06s0004g05700 5.59575929598457 0.0383980609544796 6.91024692915219e-16 2.81957039366505e-14
VIT_18s0001g13530 1.72362903064859 3.95103937682777 8.07798730294075e-16 3.26611025090621e-14
VIT_14s0171g00110 3.72717123733795 -0.466726125406901 8.77205545748807e-16 3.52482525714064e-14
VIT_11s0016g04940 2.00116885445407 4.13339872535165 9.43928505662543e-16 3.77381030129422e-14
VIT_14s0060g02170 8.99813870430679 2.29925108358341 1.03802227169438e-15 4.09653436508395e-14
VIT_10s0116g00840 3.10104243242551 0.126045019365475 1.16975098089866e-15 4.59175517056393e-14
VIT_03s0038g03240 1.81838622753127 4.97926503510203 1.2818949099599e-15 4.97450507636643e-14
VIT_19s0085g00220 2.21388139775326 2.07253293088759 1.31322159289849e-15 5.08777121365947e-14
VIT_03s0063g01790 4.62991981688047 2.9918585912839 1.36993588939616e-15 5.29886746942373e-14
VIT_08s0007g00330 5.46557453960419 10.2980568731638 1.60138790725016e-15 6.14416379639787e-14
VIT_06s0061g01080 1.68019431799034 2.97906721090562 1.60985153739345e-15 6.16029409860856e-14
VIT_05s0077g02140 1.52556837329698 8.81864733863832 1.64315972112081e-15 6.2640197830163e-14
VIT_17s0000g05130 1.91189139447544 1.59978041112652 1.89220623742783e-15 7.14473047237034e-14
VIT_08s0007g07150 1.7537020238918 5.30352113030823 2.160610309357e-15 8.05589310955869e-14
VIT_15s0046g00710 7.86505339937504 3.73873244349791 2.28697913746557e-15 8.51371826635853e-14
VIT_12s0034g01930 5.12229451836042 4.82492206407653 2.36141890386867e-15 8.76340606633822e-14
VIT_18s0001g12290 1.67641283040801 4.93158697191509 2.55739282802002e-15 9.43182334774267e-14
VIT_15s0048g02640 4.95397660948696 -0.0386927263751046 2.85772314262206e-15 1.05068806980979e-13
VIT_09s0054g01620 1.91774343302606 5.3821304968822 3.04843044750393e-15 1.11563174592651e-13
VIT_13s0156g00170 1.93848806583586 4.07120837498654 3.07884718995902e-15 1.12503251850607e-13
VIT_13s0019g00540 5.12739442967746 1.45091574959435 3.29825826949252e-15 1.19784683533875e-13
VIT_04s0008g03770 2.10253266646333 6.74240082396146 3.30861391606567e-15 1.19977603407576e-13
VIT_14s0108g00540 2.46465803875896 3.68231044773218 3.46855204355001e-15 1.25015024260557e-13
VIT_16s0148g00370 8.38487020021795 2.13371391112009 3.92260985425336e-15 1.40317358215006e-13
VIT_11s0065g00350 4.4697359325486 4.50322764517255 4.19543778708672e-15 1.49179482928578e-13
VIT_18s0089g00370 3.73847418906444 0.818017359561632 4.88325721372377e-15 1.72093218666757e-13
VIT_13s0019g03930 4.31421046998069 0.926200781035437 5.01020589953928e-15 1.76305884524024e-13
VIT_04s0023g03110 4.48768465656835 1.45195431421845 5.2972181893339e-15 1.85309156305698e-13
VIT_13s0019g01240 2.04532609846657 5.12972041137185 5.51359404442998e-15 1.92595264506462e-13
VIT_10s0003g00350 2.46339913951297 3.56831707581507 5.62504920845095e-15 1.95923355061763e-13
VIT_13s0067g03610 6.2204523445465 1.62399671825818 5.62534267307821e-15 1.95923355061763e-13
VIT_18s0001g14720 6.22374743543211 -1.89925608512372 6.16272142961006e-15 2.13700899952717e-13
VIT_15s0046g03360 1.99945804016354 3.6790516406589 6.29568160164911e-15 2.17045904260912e-13
VIT_18s0001g07210 2.39592010528129 3.93494906636898 6.45144900186133e-15 2.21773220890574e-13
VIT_19s0093g00320 5.71640667246778 0.24106766356001 7.15405310722241e-15 2.43462968976548e-13
