logFC logCPM PValue FDR
VIT_02s0033g01330 2.43343098368967 9.00508589684996 6.90538676214008e-07 2.43717122103543e-05
VIT_18s0001g06060 4.30596969578711 6.37920077347998 7.06775427752691e-07 2.48342302442851e-05
VIT_19s0015g02690 2.38626182892255 5.24649572359827 9.12666109041753e-07 3.10150020026932e-05
VIT_17s0000g02140 1.91497258726031 7.98009736632132 1.0707083129801e-06 3.54735506255857e-05
VIT_01s0011g06250 1.53441489105889 7.6485644222626 2.23263375638583e-06 6.55392749094067e-05
VIT_08s0007g03690 2.24869217096792 6.65342596651251 3.37777852029189e-06 9.38675180382049e-05
VIT_16s0098g00860 3.61263147041453 4.90819988478639 3.95677903598672e-06 0.000106837525207778
VIT_18s0001g05990 4.17310018685344 3.68108949719525 4.25927916282168e-06 0.000113970453009226
VIT_05s0049g00510 5.82830035746936 8.78414769909091 5.88051791928618e-06 0.000151884647409316
VIT_12s0059g00590 1.94566637686894 12.5327362835411 6.39071103131805e-06 0.000162939157570197
VIT_07s0031g01830 2.40902910907457 3.81614455144951 6.80032313573542e-06 0.000171908700056189
VIT_19s0090g00240 1.80013277967156 3.96396180240596 8.04868342108608e-06 0.000198117964139417
VIT_17s0000g03280 1.50272848575591 9.20880049549115 9.09252294737341e-06 0.000219364032324664
VIT_18s0001g08710 2.77187632893074 1.45857450725627 9.8411260025394e-06 0.000234569845038484
VIT_10s0003g04950 2.23340109578325 4.32472430677567 1.10075079678293e-05 0.000257098092150439
VIT_00s0868g00030 5.69801490307678 -0.442526597545711 1.32798051293061e-05 0.000300648918601475
VIT_00s0414g00010 6.50267622376282 1.90684714883303 1.38220317239915e-05 0.000309603098540782
VIT_10s0071g00320 1.64242296824664 4.37148592439168 1.42672228378014e-05 0.000318077504091491
VIT_17s0000g09030 2.41698136809079 2.69697227775589 2.06872110672703e-05 0.000430917142616661
VIT_02s0012g00270 2.35077013178041 4.75789918293814 2.17090500253854e-05 0.000447888015614802
VIT_12s0028g00670 4.56164997673767 3.15095446265034 2.27066108372689e-05 0.000464840670049012
VIT_16s0022g00960 2.56517824413317 11.8826637567381 2.27869927316779e-05 0.000466085110147167
VIT_18s0001g09550 3.44534649066374 4.35711085094538 2.29990225286345e-05 0.0004692018162413
VIT_17s0000g00410 3.8625588675492 2.33817897305216 2.78899270303208e-05 0.00054694607106123
VIT_00s0438g00020 1.60546771336005 3.76210391655973 3.24983942115761e-05 0.000622034090513975
VIT_16s0098g01150 2.58844670194762 5.90731868518017 3.5513678294347e-05 0.000669171762519473
VIT_18s0041g00740 2.4302662630162 4.34718694387273 3.55902956631442e-05 0.000669795849078224
VIT_03s0063g01740 2.00655839332953 4.21169829200272 3.88811417617547e-05 0.00072033068553631
VIT_19s0015g00670 2.08455568831695 6.62595699730277 3.9643341297424e-05 0.000731035506033428
VIT_08s0056g01610 2.10111570241076 7.776964424143 5.88692766664402e-05 0.00101911946357239
VIT_07s0191g00200 1.56058847930245 2.65071923658278 6.76315427189129e-05 0.00114100648099113
VIT_00s0271g00110 2.95309530895591 5.41770346697709 7.86001684592108e-05 0.00129753005364865
VIT_15s0046g02360 7.10488342387265 0.110320524864872 8.52232736031185e-05 0.00138192994715132
VIT_18s0001g14340 3.22960940701385 0.0430864282728619 9.00698895898886e-05 0.00144671339200829
VIT_08s0007g00390 1.68700815772769 4.24159973007072 9.36554608635528e-05 0.00149321454626152
VIT_17s0000g08320 1.55179602861348 1.51391361196699 0.000103537474811007 0.00162785819616936
VIT_08s0056g01600 1.81242408553051 11.7667267753708 0.000105017041821933 0.00164351670451325
VIT_19s0090g00960 2.29431681502678 6.31493660209669 0.000107876086368503 0.00167722636766925
VIT_09s0018g01980 3.2508686317611 0.32291741347565 0.00010958499763589 0.00169714057536625
VIT_05s0049g00780 4.43627335592404 6.5978845249851 0.000116221211943849 0.0017802126141148
VIT_19s0015g01490 1.7966173136281 0.990321542594431 0.000132552108741813 0.0019825140630049
VIT_03s0091g00260 1.63178475818236 4.19707129903284 0.000133426129617316 0.0019936813890306
VIT_02s0012g00250 1.76957389263667 2.36416834629336 0.000137752108296169 0.00204190537572862
VIT_09s0002g01200 9.16034396520929 0.835827438904022 0.000141198336519721 0.00207591225533443
VIT_01s0026g01020 1.62303522705447 6.32151364795851 0.000156012195070261 0.00224107372966869
VIT_00s0862g00010 1.52443730487392 4.31752522903543 0.000160122615579243 0.00228453205942557
VIT_19s0093g00120 4.83748541903676 -0.0395795270081156 0.000164847084116332 0.00233151721245182
VIT_16s0098g00790 2.49275195349157 8.44418174741056 0.000182026221383494 0.00253812412325354
VIT_04s0023g03550 2.46538323997523 7.13058822869551 0.000188518097809345 0.00261332663793048
VIT_09s0002g05150 1.61386520216874 7.34873908943776 0.000191465939189225 0.00264340787082605
VIT_16s0039g01220 6.15166828293306 2.75653636115866 0.000194827199563269 0.00268047971267267
VIT_10s0092g00770 1.82902775483388 1.72372925068476 0.000195805883298305 0.0026908320923744
VIT_14s0066g01600 1.90281869277923 5.05803988584425 0.000201963153914029 0.00275553883112412
VIT_17s0000g07090 1.65524840807059 2.31495296710151 0.000205138754696429 0.00277579106753051
VIT_05s0049g00840 3.40067592895397 5.78130649907035 0.000205970833325985 0.00278230220508719
VIT_13s0067g01460 2.00855627244228 1.21629947676437 0.000207970560291545 0.00280453723821727
VIT_08s0007g06040 2.28439856518788 10.1243525572112 0.000221725759705361 0.00294002919279327
VIT_14s0171g00100 2.83149777979546 7.66099482450954 0.000227778341290332 0.00300520864260367
VIT_00s0340g00060 1.56920027837377 2.42620567380853 0.000232560778480943 0.00305608965351989
VIT_05s0020g02000 2.03105782484327 4.76397107992254 0.000244041636745674 0.00317989954998343
VIT_05s0062g01360 1.54659079010722 3.83690688180301 0.000267867781568719 0.003427670138761
VIT_09s0002g08340 3.52519765347365 1.74301759538621 0.000290983570006291 0.00364887567913003
