logFC logCPM PValue FDR
VIT_05s0020g04240 -4.31277676109066 2.45057359101744 2.35455965900413e-06 0.000202857470268372
VIT_18s0001g01320 -3.2753831385604 1.20904345303206 2.41612568835423e-06 0.000205267135266323
VIT_18s0122g00610 -1.78630620609781 6.5348723362285 2.4708932418876e-06 0.000208431235595824
VIT_09s0002g04130 -2.27958549399833 5.75800479650401 2.54115919930813e-06 0.000212314355069612
VIT_10s0092g00150 -7.26751925553149 2.82996377644511 2.54370233709598e-06 0.000212314355069612
VIT_05s0077g01720 -2.90372372812102 3.78579775508715 2.69762351258119e-06 0.000219763931908498
VIT_08s0040g01140 -2.46110743588634 5.6192550094896 2.71114831641514e-06 0.000220111932255575
VIT_14s0066g01830 -2.39042674050931 4.08232086543216 2.76205671001636e-06 0.000223482329992752
VIT_01s0011g00610 -1.95800777238979 4.46998943705615 2.78191278240569e-06 0.000224325902602937
VIT_05s0062g00630 -2.71058022089324 2.42120500145277 2.8856724986181e-06 0.000228814591323758
VIT_06s0061g01370 -2.0588109228952 1.54440355990398 3.03188916894719e-06 0.000238028315349557
VIT_18s0001g06820 -1.78460176486744 3.42336789992286 3.04364174394533e-06 0.000238164966463722
VIT_08s0007g02020 -2.66718396225691 4.56265500810623 3.06813063009381e-06 0.000239294070257939
VIT_13s0019g03040 -4.68607675097505 1.93226323734911 3.08228934539784e-06 0.000239612741661189
VIT_19s0014g02350 -6.42523623417489 4.15365504083102 3.20567365970265e-06 0.000248392719925103
VIT_19s0014g00090 -8.48864378281067 3.45563352567452 3.24690267054111e-06 0.000250770521840364
VIT_18s0001g04920 -2.83461584064792 1.02859488873486 3.31378543608095e-06 0.000255107857454672
VIT_06s0004g05790 -2.34260950333386 5.19814194394384 3.40148258481293e-06 0.000259148099902187
VIT_18s0001g09390 -2.13584558653593 4.20761235582301 3.44198896898008e-06 0.000260758068771013
VIT_17s0000g03130 -1.8258627795385 3.34744605377116 3.50344827010514e-06 0.00026457151571194
VIT_02s0025g03700 -1.56764180582118 5.51227546752524 3.63909819797105e-06 0.000270521462291673
VIT_01s0011g06330 -2.67341127646703 5.74034602279062 3.7208776543993e-06 0.000274882725598915
VIT_04s0008g03780 -1.86299528516428 5.72067301677351 3.82190481625655e-06 0.000280490461995642
VIT_08s0007g06170 -2.2600815468621 7.27856320913555 3.84070280688363e-06 0.000280490461995642
VIT_12s0059g01830 -8.54671004356479 7.48098834574544 4.01569413094203e-06 0.000287726903574846
VIT_12s0059g02180 -5.8477597035597 3.67934073253744 4.16629410863607e-06 0.000296729952862978
VIT_09s0002g00540 -4.11242594714196 3.36705718732386 4.19814102133205e-06 0.000297470719077525
VIT_01s0010g00720 -5.55148442896152 0.835401257321621 4.21421020384756e-06 0.000297470719077525
VIT_06s0004g00980 -4.03035893225437 3.74870553017035 4.24738464209388e-06 0.000298925401970796
VIT_15s0048g00370 -4.64952053336774 8.21089877744628 4.33324109549395e-06 0.00030262009227378
VIT_04s0044g00730 -1.9436967463051 3.43961010505202 4.34227959674397e-06 0.00030262009227378
VIT_09s0018g01240 -1.5790735550252 4.15895572751797 4.42077648788065e-06 0.000306593093567653
VIT_04s0044g01870 -3.5684438496577 1.76963218417875 4.4862786159089e-06 0.000310231382893142
VIT_07s0104g00790 -1.9208505434103 3.33191891363027 4.60665225051395e-06 0.000317632010826741
VIT_10s0003g00380 -5.78736735830873 1.26086592502625 4.68490779461724e-06 0.000322094180977904
VIT_14s0083g00620 -2.22587775323707 5.11219137845787 4.71956265192098e-06 0.000323541660991056
VIT_19s0090g01000 -2.892818925074 10.9952249857101 4.74360279542838e-06 0.000324255239361064
VIT_06s0004g02370 -2.92152980728085 3.5799944352454 5.14741750987674e-06 0.000349847907785565
VIT_17s0000g05840 -2.56903213748575 5.59645791388628 5.28978279384094e-06 0.000355461449434713
VIT_08s0007g04950 -4.5260764333172 2.57488039716169 5.33700738388309e-06 0.000357367657320425
VIT_08s0007g01300 -3.82291762355518 4.81220192560071 5.35832127243096e-06 0.000357367657320425
VIT_18s0157g00090 -1.82810780414521 4.13377724387769 5.39321218877214e-06 0.000358362378621541
VIT_08s0040g01510 -2.93211118761019 1.0088599357881 5.55357581200957e-06 0.000363935155416209
VIT_08s0040g00690 -2.74547272725115 0.818473422414934 5.63373729213449e-06 0.000366962222911044
VIT_07s0005g02080 -3.21594114953678 2.34010361235213 5.63689497605372e-06 0.000366962222911044
VIT_13s0019g00750 -7.71110246001061 4.27340778717684 5.64604731736347e-06 0.000366962222911044
VIT_18s0001g04890 -3.33152281496368 2.97484296985067 5.7113780671006e-06 0.000368190410461217
VIT_00s0253g00060 -2.50026904622144 3.92297597570165 5.74414587828654e-06 0.000369302005818055
VIT_13s0019g00730 -4.2246344272574 2.37248267561173 5.76786039228763e-06 0.000369827124020858
VIT_00s0286g00020 -2.34778877520392 1.60361151421234 5.89762213997942e-06 0.000374127357212291
VIT_11s0037g00530 -4.99398952250169 3.1970362195394 5.9131760500811e-06 0.000374127357212291
VIT_02s0025g01300 -5.18561283469173 4.22497978388274 5.94199013478537e-06 0.000374127357212291
VIT_01s0011g03210 -3.75745400064202 5.98518442774887 5.94991730101511e-06 0.000374127357212291
VIT_16s0098g00410 -2.02784693166045 2.44777050727972 5.95218762171104e-06 0.000374127357212291
VIT_04s0008g01880 -3.99402254691187 3.5696205206553 5.99159235648769e-06 0.000374127357212291
VIT_05s0077g02260 -3.71046756019983 4.31157099796684 6.0004475800035e-06 0.000374127357212291
VIT_18s0001g08610 -2.14041736642413 5.85811560940214 6.01125693881946e-06 0.000374127357212291
VIT_18s0001g14690 -3.94993058822378 2.8568955825959 6.01163414639968e-06 0.000374127357212291
VIT_04s0008g04160 -9.21426702953976 4.01763254597621 6.10279138596278e-06 0.000375383942862514
VIT_06s0004g03530 -4.60644177982365 2.15776810311944 6.26933372208924e-06 0.000382962165967524
VIT_17s0000g08680 -5.87884001580694 4.18182187397631 6.27052939090627e-06 0.000382962165967524
VIT_12s0059g01250 -2.68260920593445 5.37141398629882 6.31135074998355e-06 0.000382962165967524
VIT_01s0026g01420 -4.18412432973788 3.82450871789762 6.3175352898883e-06 0.000382962165967524
VIT_06s0004g06890 -5.15366084148593 3.05813476584753 6.31907805293367e-06 0.000382962165967524
VIT_11s0037g00800 -5.03063473256929 1.47702804984254 6.32689302275252e-06 0.000382962165967524
VIT_13s0067g01930 -2.27316827298296 3.4517777419161 6.40442778178758e-06 0.00038569247613459
VIT_11s0103g00190 -9.44373606758191 5.07748189991985 6.4481465886474e-06 0.000387344724875617
VIT_02s0025g01740 -1.79697547556655 5.94037613288701 6.52845552198497e-06 0.000391122255821231
VIT_03s0180g00150 -7.26005922320877 5.06168164402972 6.59841585257638e-06 0.000392009127642111
VIT_15s0048g02910 -7.84363790988888 1.25552339129706 6.64073567381458e-06 0.000392009127642111
VIT_18s0122g00620 -3.55206520232289 3.50877350304988 6.68015255493504e-06 0.000392009127642111
VIT_18s0001g13970 -2.27210893503023 6.60560156116302 6.69058793604746e-06 0.000392009127642111
VIT_12s0035g02150 -2.85386047503427 4.35517542711939 6.76045700688652e-06 0.000393197435891972
VIT_18s0001g03610 -5.20076743301458 4.11160368366249 6.89036297918155e-06 0.000396389003842446
VIT_04s0008g05430 -1.54269893308105 5.27636854636015 6.89687121533999e-06 0.000396389003842446
VIT_12s0059g00140 -3.67836817649149 1.87405285231108 6.94211825328037e-06 0.000397563885505001
VIT_08s0056g01080 -4.60305230318004 3.44402060474564 7.23037636639884e-06 0.0004086806212243
VIT_07s0005g02440 -4.80718104489216 4.38126704236498 7.28238139305463e-06 0.000410505423170577
VIT_05s0020g04500 -2.14124729404443 4.56859826625089 7.30975731756227e-06 0.000411074484799459
VIT_08s0007g06670 -4.81103459770275 3.43836093954055 7.4942632093923e-06 0.000418482472359212
VIT_14s0006g00920 -2.83452482259048 2.13780164739617 7.63931073343876e-06 0.000423598889806623
VIT_05s0077g02330 -7.75031163846276 4.94548305467076 7.73605107114074e-06 0.000424406020672168
VIT_02s0012g00990 -2.58787844650248 4.9105054645281 7.73831400200372e-06 0.000424406020672168
VIT_01s0011g04980 -9.06280014993478 3.60610005478049 7.74477333794816e-06 0.000424406020672168
VIT_14s0060g01720 -1.88224900457363 6.15068978146967 7.76136609501287e-06 0.000424406020672168
VIT_13s0019g02640 -9.42869122899764 2.85280625358736 7.85817322789326e-06 0.000426341002698208
VIT_06s0004g07880 -2.38494954343546 3.08527963054322 7.86798806896391e-06 0.000426341002698208
VIT_07s0005g01750 -3.31638808002499 0.854041406394258 8.10030956659531e-06 0.000435950597217578
VIT_03s0017g00560 -3.60679682045769 1.57720702044896 8.19375523951115e-06 0.000439984310694111
VIT_17s0053g00380 -2.69265199684158 4.82007052365726 8.24256265845736e-06 0.000440145133737387
VIT_04s0023g03810 -5.33920575221082 2.55392855550344 8.24399326806104e-06 0.000440145133737387
