logFC logCPM PValue FDR
VIT_05s0062g01160 -3.12069392523436 2.01832055976636 0.000616389766823682 0.0177085504507268
VIT_13s0067g02360 -2.52332170510368 2.33004141443524 0.00061972170487311 0.0177827984505688
VIT_12s0057g00930 -2.81389934184755 1.66006443470248 0.00062292081761306 0.0178530607341921
VIT_03s0063g01860 -1.95925370596357 0.135518190307443 0.00064481791542322 0.01837020015815
VIT_07s0104g01720 -3.96148812158104 0.269747455984724 0.000645742371914127 0.0183743056735565
VIT_15s0021g00010 -3.37605170874402 -0.919990880031277 0.00065402428095881 0.0185655484432556
VIT_16s0098g00990 -1.69679283682132 1.36321836510962 0.00066034014581028 0.0187224927157747
VIT_00s0411g00040 -1.8357425714682 2.61657561011571 0.000694661251124607 0.0192819158013444
VIT_16s0022g02380 -1.80874069917568 2.52662586024363 0.000700651324458153 0.0193133990067137
VIT_05s0102g00900 -4.3042760368034 -2.02566227068807 0.000709307259846863 0.019438941356264
VIT_18s0122g01480 -2.79583190219136 1.26231285261405 0.000720439756110627 0.0195644979195614
VIT_00s0228g00070 -1.57592841614311 2.91820052369566 0.000741823825433879 0.0200300853114882
VIT_08s0007g05240 -2.24904214235598 1.41389856510158 0.000794249922609781 0.0210631183489872
VIT_07s0104g01340 -3.83350923617576 2.86737109281145 0.000804279323411184 0.0212844684439875
VIT_15s0048g02650 -2.63842626391171 0.121806542473952 0.000828880515896441 0.0216674832001588
VIT_01s0010g02450 -2.04963705995191 -0.323783852164319 0.000830811584950641 0.0216941229229482
VIT_13s0019g03360 -3.15811573337781 0.0547163257258767 0.000854623085546205 0.0220916480781881
VIT_14s0066g01960 -2.11400157808356 3.59654187558871 0.000889773561441753 0.0227590682576091
VIT_13s0019g01250 -2.59719488874202 0.231596510055574 0.000894795895915058 0.0227895126038837
VIT_18s0001g14780 -3.37166571395068 4.47390495858443 0.000904349041145015 0.022941761209452
VIT_00s0228g00060 -1.89855614581278 1.95503000863353 0.00091452376422454 0.0231186942650089
VIT_10s0003g03600 -5.11340529096531 1.16119750852898 0.000934682910956866 0.0234538365884409
VIT_09s0054g00850 -3.18608065830875 0.412696730723007 0.000946009007138471 0.0236383006951785
VIT_16s0022g00870 -1.76286506277153 4.05704372922807 0.00096100423891689 0.0238860246204003
VIT_16s0039g01510 -2.52055843860018 0.869365002924742 0.000985273910697873 0.0243286709092786
VIT_09s0002g03940 -1.55562231818458 1.16776608458594 0.000990556100109972 0.0243423021791488
VIT_09s0054g01410 -3.20144738349654 4.27924725547841 0.000991858156912675 0.0243491453422484
VIT_08s0007g06960 -1.92592107433476 1.78385929789887 0.00101668411124961 0.0247542289031789
VIT_16s0098g01640 -2.49678156052196 0.855607145388318 0.00101901013404099 0.0247800599687824
VIT_03s0038g03150 -2.43145739673545 -0.0174665068234214 0.00105017887493362 0.0253620863725085
VIT_05s0094g00730 -3.54684982582613 4.15334138864657 0.00110445685650449 0.0262728197025288
VIT_07s0005g05210 -2.49883956904116 4.86123147304724 0.00113398254741731 0.0267080958791713
VIT_01s0026g02770 -3.03458134999095 2.35805611161363 0.00117346504199021 0.0272956066772227
VIT_07s0031g01260 -3.17432089176125 2.5539765330739 0.00118168552538662 0.0273442950174095
VIT_16s0022g00860 -2.81667851095608 -0.20217942408628 0.0011844073044658 0.0273806423310326
VIT_10s0003g03590 -3.42266696784802 0.217839450441427 0.00124105970210965 0.0284141753549417
VIT_19s0014g01060 -2.62347871447323 1.78018973097988 0.00130654711448325 0.0293901819008825
VIT_10s0003g01070 -2.39775856651499 5.43305797660625 0.00139246584423574 0.0307843657088102
VIT_19s0027g00020 -1.7505921371404 -0.22241001298947 0.00140525900651064 0.0309259112577988
VIT_15s0048g02460 -2.54552959958324 1.94056523565845 0.00145375194346123 0.0316973888460639
VIT_16s0100g00250 -3.96457301097543 2.93750936729074 0.0014740128291572 0.0320490706213103
VIT_15s0107g00120 -2.65140692791931 1.18872615253378 0.00147583234173745 0.0320490706213103
VIT_18s0001g14890 -1.86984743439504 0.0924851781409338 0.00147661768122398 0.0320490706213103
VIT_05s0062g00250 -1.8708526372066 5.08346686038322 0.00152743808374892 0.0327930479568767
VIT_03s0063g00380 -1.63676484701916 2.99499700432398 0.00152970893757169 0.0328121877429716
VIT_03s0017g00420 -1.60123690204559 1.79303704910521 0.00153915334572167 0.0329257012482259
VIT_12s0059g02710 -2.72851458418794 -0.283775228926428 0.00179892684027153 0.0367952464973166
VIT_07s0130g00200 -1.98341354874367 -1.39903611303396 0.00182015097663925 0.0370382818069244
VIT_15s0048g02640 -2.09725761738011 -0.0386927263751046 0.00186998507285807 0.037633845104186
VIT_10s0071g00500 -2.17018495819206 1.88766668359872 0.00192478930865491 0.0383745960258418
VIT_03s0017g00360 -3.09783999154199 0.584682628308494 0.00197754163338036 0.039266460793593
VIT_18s0122g00170 -3.02068462809632 -0.440286525453246 0.00210152575807287 0.041009921848267
VIT_02s0025g02570 -3.11026078524534 1.43361929301678 0.00211603792115796 0.0411917431002501
VIT_02s0154g00300 -2.01223182929861 3.6744360979099 0.00221363188049496 0.0427350765815215
VIT_08s0058g00930 -1.54379438247211 3.72320824659121 0.00223813698303102 0.0429907380793334
VIT_05s0094g00580 -3.1504051747743 3.65493089356666 0.00225115764396566 0.0431163752291909
VIT_07s0005g00080 -2.86527152789785 4.06961095045265 0.00228904440920107 0.0435441634888031
VIT_11s0016g02940 -2.27359527047166 1.87576769575546 0.00230007984595269 0.0435846726300296
VIT_09s0054g01390 -3.74437680597066 -0.0738883510385555 0.00231034090753317 0.0436701590061377
VIT_02s0012g02820 -2.61497776355457 1.54827563224883 0.00242719180349567 0.0451296863901894
VIT_16s0100g00610 -2.36672216945649 -1.90659158260289 0.0025965356110387 0.0473668628185495
VIT_09s0002g00320 -1.58951206657787 4.71440520461936 0.00265855439629736 0.0481306304771422
